Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
4858,205.7,117.11,999290.6,568920.38,430370.22
1977,651.21,524.96,1287442.17,1037845.92,249596.25
4570,47.45,31.79,216846.5,145280.3,71566.2
5924,651.21,524.96,3857768.04,3109863.04,747905
6356,205.7,117.11,1307429.2,744351.16,563078.04
8214,421.89,364.69,3465404.46,2995563.66,469840.8
878,81.73,56.67,71758.94,49756.26,22002.68
5761,47.45,31.79,273359.45,183142.19,90217.26
1303,9.33,6.92,12156.99,9016.76,3140.23
7978,47.45,31.79,378556.1,253620.62,124935.48
3293,81.73,56.67,269136.89,186614.31,82522.58
6781,651.21,524.96,4415855.01,3559753.76,856101.25
5012,47.45,31.79,237819.4,159331.48,78487.92
6583,255.28,159.42,1680508.24,1049461.86,631046.38
7125,437.2,263.33,3115050,1876226.25,1238823.75
4299,437.2,263.33,1879522.8,1132055.67,747467.13
2796,437.2,263.33,1222411.2,736270.68,486140.52
9341,47.45,31.79,443230.45,296950.39,146280.06
7689,651.21,524.96,5007153.69,4036417.44,970736.25
3625,154.06,90.93,558467.5,329621.25,228846.25
9967,154.06,90.93,1535516.02,906299.31,629216.71
1564,47.45,31.79,74211.8,49719.56,24492.24
296,109.28,35.84,32346.88,10608.64,21738.24
73,437.2,263.33,31915.6,19223.09,12692.51
1838,81.73,56.67,150219.74,104159.46,46060.28
8565,437.2,263.33,3744618,2255421.45,1489196.55
259,9.33,6.92,2416.47,1792.28,624.19
8955,152.58,97.44,1366353.9,872575.2,493778.7
3721,205.7,117.11,765409.7,435766.31,329643.39
5656,152.58,97.44,862992.48,551120.64,311871.84
2890,437.2,263.33,1263508,761023.7,502484.3
5583,668.27,502.54,3730951.41,2805680.82,925270.59
929,437.2,263.33,406158.8,244633.57,161525.23
8150,154.06,90.93,1255589,741079.5,514509.5
3502,668.27,502.54,2340281.54,1759895.08,580386.46
5271,109.28,35.84,576014.88,188912.64,387102.24
8774,255.28,159.42,2239826.72,1398751.08,841075.64
1360,668.27,502.54,908847.2,683454.4,225392.8
7408,205.7,117.11,1523825.6,867550.88,656274.72
3330,651.21,524.96,2168529.3,1748116.8,420412.5
2569,109.28,35.84,280740.32,92072.96,188667.36
597,437.2,263.33,261008.4,157208.01,103800.39
9920,81.73,56.67,810761.6,562166.4,248595.2
5074,152.58,97.44,774190.92,494410.56,279780.36
7626,109.28,35.84,833369.28,273315.84,560053.44
1175,255.28,159.42,299954,187318.5,112635.5
6350,154.06,90.93,978281,577405.5,400875.5
5814,437.2,263.33,2541880.8,1531000.62,1010880.18
9257,437.2,263.33,4047160.4,2437645.81,1609514.59
8405,421.89,364.69,3545985.45,3065219.45,480766
2011,668.27,502.54,1343890.97,1010607.94,333283.03
863,109.28,35.84,94308.64,30929.92,63378.72
2776,437.2,263.33,1213667.2,731004.08,482663.12
7601,109.28,35.84,830637.28,272419.84,558217.44
2216,668.27,502.54,1480886.32,1113628.64,367257.68
5533,109.28,35.84,604646.24,198302.72,406343.52
3495,255.28,159.42,892203.6,557172.9,335030.7
4074,255.28,159.42,1040010.72,649477.08,390533.64
2277,668.27,502.54,1521650.79,1144283.58,377367.21
5138,154.06,90.93,791560.28,467198.34,324361.94
6725,47.45,31.79,319101.25,213787.75,105313.5
3138,421.89,364.69,1323890.82,1144397.22,179493.6
7506,109.28,35.84,820255.68,269015.04,551240.64
4989,152.58,97.44,761221.62,486128.16,275093.46
7781,205.7,117.11,1600551.7,911232.91,689318.79
105,421.89,364.69,44298.45,38292.45,6006
3216,9.33,6.92,30005.28,22254.72,7750.56
399,154.06,90.93,61469.94,36281.07,25188.87
1974,109.28,35.84,215718.72,70748.16,144970.56
287,205.7,117.11,59035.9,33610.57,25425.33
4719,651.21,524.96,3073059.99,2477286.24,595773.75
6681,437.2,263.33,2920933.2,1759307.73,1161625.47
4616,205.7,117.11,949511.2,540579.76,408931.44
8997,668.27,502.54,6012425.19,4521352.38,1491072.81
7328,154.06,90.93,1128951.68,666335.04,462616.64
9147,421.89,364.69,3859027.83,3335819.43,523208.4
1021,651.21,524.96,664885.41,535984.16,128901.25
1547,154.06,90.93,238330.82,140668.71,97662.11
6356,154.06,90.93,979205.36,577951.08,401254.28
3110,421.89,364.69,1312077.9,1134185.9,177892
6500,47.45,31.79,308425,206635,101790
3250,154.06,90.93,500695,295522.5,205172.5
7115,668.27,502.54,4754741.05,3575572.1,1179168.95
3882,421.89,364.69,1637776.98,1415726.58,222050.4
6366,109.28,35.84,695676.48,228157.44,467519.04
9418,152.58,97.44,1436998.44,917689.92,519308.52
4917,154.06,90.93,757513.02,447102.81,310410.21
6775,668.27,502.54,4527529.25,3404708.5,1122820.75
5933,437.2,263.33,2593907.6,1562336.89,1031570.71
5365,437.2,263.33,2345578,1412765.45,932812.55
5076,152.58,97.44,774496.08,494605.44,279890.64
7102,437.2,263.33,3104994.4,1870169.66,1234824.74
511,651.21,524.96,332768.31,268254.56,64513.75
6401,651.21,524.96,4168395.21,3360268.96,808126.25
2902,437.2,263.33,1268754.4,764183.66,504570.74
176,154.06,90.93,27114.56,16003.68,11110.88
5414,109.28,35.84,591641.92,194037.76,397604.16
7841,47.45,31.79,372055.45,249265.39,122790.06
3710,668.27,502.54,2479281.7,1864423.4,614858.3
1309,9.33,6.92,12212.97,9058.28,3154.69
5954,9.33,6.92,55550.82,41201.68,14349.14
4995,47.45,31.79,237012.75,158791.05,78221.7
2811,421.89,364.69,1185932.79,1025143.59,160789.2
5814,9.33,6.92,54244.62,40232.88,14011.74
7445,9.33,6.92,69461.85,51519.4,17942.45
3178,651.21,524.96,2069545.38,1668322.88,401222.5
5518,47.45,31.79,261829.1,175417.22,86411.88
9002,421.89,364.69,3797853.78,3282939.38,514914.4
5197,47.45,31.79,246597.65,165212.63,81385.02
7701,47.45,31.79,365412.45,244814.79,120597.66
7144,437.2,263.33,3123356.8,1881229.52,1242127.28
6187,437.2,263.33,2704956.4,1629222.71,1075733.69
4524,421.89,364.69,1908630.36,1649857.56,258772.8
3876,651.21,524.96,2524089.96,2034744.96,489345
3000,651.21,524.96,1953630,1574880,378750
2682,81.73,56.67,219199.86,151988.94,67210.92
738,437.2,263.33,322653.6,194337.54,128316.06
7017,9.33,6.92,65468.61,48557.64,16910.97
8400,152.58,97.44,1281672,818496,463176
3798,152.58,97.44,579498.84,370077.12,209421.72
9152,9.33,6.92,85388.16,63331.84,22056.32
2436,81.73,56.67,199094.28,138048.12,61046.16
8656,109.28,35.84,945927.68,310231.04,635696.64
4848,154.06,90.93,746882.88,440828.64,306054.24
5078,152.58,97.44,774801.24,494800.32,280000.92
5446,668.27,502.54,3639398.42,2736832.84,902565.58
9081,154.06,90.93,1399018.86,825735.33,573283.53
1144,205.7,117.11,235320.8,133973.84,101346.96
3829,437.2,263.33,1674038.8,1008290.57,665748.23
1358,109.28,35.84,148402.24,48670.72,99731.52
4986,152.58,97.44,760763.88,485835.84,274928.04
8000,651.21,524.96,5209680,4199680,1010000
717,81.73,56.67,58600.41,40632.39,17968.02
5485,47.45,31.79,260263.25,174368.15,85895.1
1685,651.21,524.96,1097288.85,884557.6,212731.25
727,81.73,56.67,59417.71,41199.09,18218.62
1054,437.2,263.33,460808.8,277549.82,183258.98
3140,81.73,56.67,256632.2,177943.8,78688.4
4489,154.06,90.93,691575.34,408184.77,283390.57
4638,109.28,35.84,506840.64,166225.92,340614.72
154,437.2,263.33,67328.8,40552.82,26775.98
9636,109.28,35.84,1053022.08,345354.24,707667.84
8713,109.28,35.84,952156.64,312273.92,639882.72
5046,205.7,117.11,1037962.2,590937.06,447025.14
3329,152.58,97.44,507938.82,324377.76,183561.06
284,152.58,97.44,43332.72,27672.96,15659.76
9667,255.28,159.42,2467791.76,1541113.14,926678.62
7263,47.45,31.79,344629.35,230890.77,113738.58
5891,651.21,524.96,3836278.11,3092539.36,743738.75
398,47.45,31.79,18885.1,12652.42,6232.68
2664,437.2,263.33,1164700.8,701511.12,463189.68
6602,651.21,524.96,4299288.42,3465785.92,833502.5
3152,205.7,117.11,648366.4,369130.72,279235.68
5289,154.06,90.93,814823.34,480928.77,333894.57
3018,81.73,56.67,246661.14,171030.06,75631.08
8374,109.28,35.84,915110.72,300124.16,614986.56
426,255.28,159.42,108749.28,67912.92,40836.36
271,437.2,263.33,118481.2,71362.43,47118.77
6040,154.06,90.93,930522.4,549217.2,381305.2
7894,437.2,263.33,3451256.8,2078727.02,1372529.78
3024,421.89,364.69,1275795.36,1102822.56,172972.8
656,109.28,35.84,71687.68,23511.04,48176.64
7043,152.58,97.44,1074620.94,686269.92,388351.02
472,47.45,31.79,22396.4,15004.88,7391.52
6260,668.27,502.54,4183370.2,3145900.4,1037469.8
1756,154.06,90.93,270529.36,159673.08,110856.28
1339,205.7,117.11,275432.3,156810.29,118622.01
1422,9.33,6.92,13267.26,9840.24,3427.02
5445,47.45,31.79,258365.25,173096.55,85268.7
8884,47.45,31.79,421545.8,282422.36,139123.44
4242,421.89,364.69,1789657.38,1547014.98,242642.4
6056,154.06,90.93,932987.36,550672.08,382315.28
5893,9.33,6.92,54981.69,40779.56,14202.13
7352,255.28,159.42,1876818.56,1172055.84,704762.72
1063,437.2,263.33,464743.6,279919.79,184823.81
9686,154.06,90.93,1492225.16,880747.98,611477.18
2915,255.28,159.42,744141.2,464709.3,279431.9
2473,81.73,56.67,202118.29,140144.91,61973.38
7114,154.06,90.93,1095982.84,646876.02,449106.82
7626,81.73,56.67,623272.98,432165.42,191107.56
1825,651.21,524.96,1188458.25,958052,230406.25
9559,47.45,31.79,453574.55,303880.61,149693.94
7710,9.33,6.92,71934.3,53353.2,18581.1
5187,437.2,263.33,2267756.4,1365892.71,901863.69
7934,668.27,502.54,5302054.18,3987152.36,1314901.82
3923,651.21,524.96,2554696.83,2059418.08,495278.75
8161,437.2,263.33,3567989.2,2149036.13,1418953.07
7682,651.21,524.96,5002595.22,4032742.72,969852.5
6555,255.28,159.42,1673360.4,1044998.1,628362.3
878,255.28,159.42,224135.84,139970.76,84165.08
3781,437.2,263.33,1653053.2,995650.73,657402.47
424,81.73,56.67,34653.52,24028.08,10625.44
3001,421.89,364.69,1266091.89,1094434.69,171657.2
5735,437.2,263.33,2507342,1510197.55,997144.45
9881,81.73,56.67,807574.13,559956.27,247617.86
8725,109.28,35.84,953468,312704,640764
2585,81.73,56.67,211272.05,146491.95,64780.1
3808,47.45,31.79,180689.6,121056.32,59633.28
1775,81.73,56.67,145070.75,100589.25,44481.5
7898,437.2,263.33,3453005.6,2079780.34,1373225.26
618,651.21,524.96,402447.78,324425.28,78022.5
409,668.27,502.54,273322.43,205538.86,67783.57
4775,421.89,364.69,2014524.75,1741394.75,273130
3254,437.2,263.33,1422648.8,856875.82,565772.98
2413,205.7,117.11,496354.1,282586.43,213767.67
849,651.21,524.96,552877.29,445691.04,107186.25
4194,154.06,90.93,646127.64,381360.42,264767.22
108,152.58,97.44,16478.64,10523.52,5955.12
3283,255.28,159.42,838084.24,523375.86,314708.38
443,81.73,56.67,36206.39,25104.81,11101.58
5343,421.89,364.69,2254158.27,1948538.67,305619.6
3770,421.89,364.69,1590525.3,1374881.3,215644
8540,9.33,6.92,79678.2,59096.8,20581.4
4502,9.33,6.92,42003.66,31153.84,10849.82
3536,437.2,263.33,1545939.2,931134.88,614804.32
9554,9.33,6.92,89138.82,66113.68,23025.14
3497,205.7,117.11,719332.9,409533.67,309799.23
8339,109.28,35.84,911285.92,298869.76,612416.16
4085,421.89,364.69,1723420.65,1489758.65,233662
2772,651.21,524.96,1805154.12,1455189.12,349965
3466,109.28,35.84,378764.48,124221.44,254543.04
7266,437.2,263.33,3176695.2,1913355.78,1263339.42
2302,109.28,35.84,251562.56,82503.68,169058.88
8736,9.33,6.92,81506.88,60453.12,21053.76
3759,651.21,524.96,2447898.39,1973324.64,474573.75
6596,152.58,97.44,1006417.68,642714.24,363703.44
3501,437.2,263.33,1530637.2,921918.33,608718.87
2760,152.58,97.44,421120.8,268934.4,152186.4
9690,154.06,90.93,1492841.4,881111.7,611729.7
1641,47.45,31.79,77865.45,52167.39,25698.06
2993,47.45,31.79,142017.85,95147.47,46870.38
155,651.21,524.96,100937.55,81368.8,19568.75
6571,109.28,35.84,718078.88,235504.64,482574.24
7715,81.73,56.67,630546.95,437209.05,193337.9
6090,9.33,6.92,56819.7,42142.8,14676.9
6234,154.06,90.93,960410.04,566857.62,393552.42
9714,109.28,35.84,1061545.92,348149.76,713396.16
128,437.2,263.33,55961.6,33706.24,22255.36
8106,154.06,90.93,1248810.36,737078.58,511731.78
6310,668.27,502.54,4216783.7,3171027.4,1045756.3
4432,109.28,35.84,484328.96,158842.88,325486.08
4194,47.45,31.79,199005.3,133327.26,65678.04
4354,421.89,364.69,1836909.06,1587860.26,249048.8
5695,109.28,35.84,622349.6,204108.8,418240.8
6036,152.58,97.44,920972.88,588147.84,332825.04
5226,152.58,97.44,797383.08,509221.44,288161.64
144,152.58,97.44,21971.52,14031.36,7940.16
9702,668.27,502.54,6483555.54,4875643.08,1607912.46
9841,9.33,6.92,91816.53,68099.72,23716.81
8536,154.06,90.93,1315056.16,776178.48,538877.68
791,668.27,502.54,528601.57,397509.14,131092.43
3642,109.28,35.84,397997.76,130529.28,267468.48
1158,9.33,6.92,10804.14,8013.36,2790.78
9435,81.73,56.67,771122.55,534681.45,236441.1
1606,437.2,263.33,702143.2,422907.98,279235.22
2829,437.2,263.33,1236838.8,744960.57,491878.23
5299,205.7,117.11,1090004.3,620565.89,469438.41
3238,109.28,35.84,353848.64,116049.92,237798.72
7902,421.89,364.69,3333774.78,2881780.38,451994.4
2576,437.2,263.33,1126227.2,678338.08,447889.12
7578,152.58,97.44,1156251.24,738400.32,417850.92
5256,437.2,263.33,2297923.2,1384062.48,913860.72
4991,255.28,159.42,1274102.48,795665.22,478437.26
8193,255.28,159.42,2091509.04,1306128.06,785380.98
3306,152.58,97.44,504429.48,322136.64,182292.84
802,47.45,31.79,38054.9,25495.58,12559.32
8186,152.58,97.44,1249019.88,797643.84,451376.04
4995,109.28,35.84,545853.6,179020.8,366832.8
7796,9.33,6.92,72736.68,53948.32,18788.36
5188,9.33,6.92,48404.04,35900.96,12503.08
2800,437.2,263.33,1224160,737324,486836
8294,152.58,97.44,1265498.52,808167.36,457331.16
6362,154.06,90.93,980129.72,578496.66,401633.06
3727,421.89,364.69,1572384.03,1359199.63,213184.4
4145,9.33,6.92,38672.85,28683.4,9989.45
3401,9.33,6.92,31731.33,23534.92,8196.41
4314,9.33,6.92,40249.62,29852.88,10396.74
1731,109.28,35.84,189163.68,62039.04,127124.64
7533,154.06,90.93,1160533.98,684975.69,475558.29
5631,154.06,90.93,867511.86,512026.83,355485.03
6966,154.06,90.93,1073181.96,633418.38,439763.58
4513,9.33,6.92,42106.29,31229.96,10876.33
8277,668.27,502.54,5531270.79,4159523.58,1371747.21
294,154.06,90.93,45293.64,26733.42,18560.22
9631,668.27,502.54,6436108.37,4839962.74,1596145.63
7386,154.06,90.93,1137887.16,671608.98,466278.18
1690,154.06,90.93,260361.4,153671.7,106689.7
2704,421.89,364.69,1140790.56,986121.76,154668.8
7620,421.89,364.69,3214801.8,2778937.8,435864
5661,255.28,159.42,1445140.08,902476.62,542663.46
3084,668.27,502.54,2060944.68,1549833.36,511111.32
8173,47.45,31.79,387808.85,259819.67,127989.18
6246,437.2,263.33,2730751.2,1644759.18,1085992.02
4652,668.27,502.54,3108792.04,2337816.08,770975.96
7771,47.45,31.79,368733.95,247040.09,121693.86
2013,152.58,97.44,307143.54,196146.72,110996.82
822,109.28,35.84,89828.16,29460.48,60367.68
9670,421.89,364.69,4079676.3,3526552.3,553124
1064,437.2,263.33,465180.8,280183.12,184997.68
9538,421.89,364.69,4023986.82,3478413.22,545573.6
6660,421.89,364.69,2809787.4,2428835.4,380952
6029,668.27,502.54,4028999.83,3029813.66,999186.17
8275,109.28,35.84,904292,296576,607716
6059,9.33,6.92,56530.47,41928.28,14602.19
9073,668.27,502.54,6063213.71,4559545.42,1503668.29
9041,651.21,524.96,5887589.61,4746163.36,1141426.25
4718,152.58,97.44,719872.44,459721.92,260150.52
6889,205.7,117.11,1417067.3,806770.79,610296.51
3373,421.89,364.69,1423034.97,1230099.37,192935.6
4018,47.45,31.79,190654.1,127732.22,62921.88
5703,668.27,502.54,3811143.81,2865985.62,945158.19
7341,154.06,90.93,1130954.46,667517.13,463437.33
4873,205.7,117.11,1002376.1,570677.03,431699.07
6273,421.89,364.69,2646515.97,2287700.37,358815.6
6545,651.21,524.96,4262169.45,3435863.2,826306.25
2727,9.33,6.92,25442.91,18870.84,6572.07
8885,152.58,97.44,1355673.3,865754.4,489918.9
1118,154.06,90.93,172239.08,101659.74,70579.34
2556,154.06,90.93,393777.36,232417.08,161360.28
8359,255.28,159.42,2133885.52,1332591.78,801293.74
722,109.28,35.84,78900.16,25876.48,53023.68
3866,81.73,56.67,315968.18,219086.22,96881.96
9047,668.27,502.54,6045838.69,4546479.38,1499359.31
9551,152.58,97.44,1457291.58,930649.44,526642.14
5696,9.33,6.92,53143.68,39416.32,13727.36
9829,421.89,364.69,4146756.81,3584538.01,562218.8
1332,81.73,56.67,108864.36,75484.44,33379.92
1614,255.28,159.42,412021.92,257303.88,154718.04
9119,651.21,524.96,5938383.99,4787110.24,1151273.75
4320,154.06,90.93,665539.2,392817.6,272721.6
4722,154.06,90.93,727471.32,429371.46,298099.86
9861,81.73,56.67,805939.53,558822.87,247116.66
6305,81.73,56.67,515307.65,357304.35,158003.3
2652,154.06,90.93,408567.12,241146.36,167420.76
4531,205.7,117.11,932026.7,530625.41,401401.29
9605,47.45,31.79,455757.25,305342.95,150414.3
2566,152.58,97.44,391520.28,250031.04,141489.24
136,81.73,56.67,11115.28,7707.12,3408.16
6072,437.2,263.33,2654678.4,1598939.76,1055738.64
6158,437.2,263.33,2692277.6,1621586.14,1070691.46
3213,421.89,364.69,1355532.57,1171748.97,183783.6
2086,651.21,524.96,1358424.06,1095066.56,263357.5
4655,109.28,35.84,508698.4,166835.2,341863.2
4833,668.27,502.54,3229748.91,2428775.82,800973.09
3561,668.27,502.54,2379709.47,1789544.94,590164.53
3813,255.28,159.42,973382.64,607868.46,365514.18
5595,47.45,31.79,265482.75,177865.05,87617.7
941,421.89,364.69,396998.49,343173.29,53825.2
8920,109.28,35.84,974777.6,319692.8,655084.8
631,81.73,56.67,51571.63,35758.77,15812.86
4203,205.7,117.11,864557.1,492213.33,372343.77
9796,47.45,31.79,464820.2,311414.84,153405.36
4605,152.58,97.44,702630.9,448711.2,253919.7
7852,651.21,524.96,5113300.92,4121985.92,991315
5791,651.21,524.96,3771157.11,3040043.36,731113.75
6711,437.2,263.33,2934049.2,1767207.63,1166841.57
5926,437.2,263.33,2590847.2,1560493.58,1030353.62
788,668.27,502.54,526596.76,396001.52,130595.24
5674,205.7,117.11,1167141.8,664482.14,502659.66
6996,651.21,524.96,4555865.16,3672620.16,883245
8198,47.45,31.79,388995.1,260614.42,128380.68
4751,421.89,364.69,2004399.39,1732642.19,271757.2
9162,9.33,6.92,85481.46,63401.04,22080.42
5966,47.45,31.79,283086.7,189659.14,93427.56
6731,651.21,524.96,4383294.51,3533505.76,849788.75
5055,9.33,6.92,47163.15,34980.6,12182.55
1569,154.06,90.93,241720.14,142669.17,99050.97
8933,47.45,31.79,423870.85,283980.07,139890.78
6839,109.28,35.84,747365.92,245109.76,502256.16
7012,205.7,117.11,1442368.4,821175.32,621193.08
8207,154.06,90.93,1264370.42,746262.51,518107.91
1208,668.27,502.54,807270.16,607068.32,200201.84
3835,9.33,6.92,35780.55,26538.2,9242.35
5935,9.33,6.92,55373.55,41070.2,14303.35
4388,81.73,56.67,358631.24,248667.96,109963.28
8105,9.33,6.92,75619.65,56086.6,19533.05
3030,205.7,117.11,623271,354843.3,268427.7
7135,152.58,97.44,1088658.3,695234.4,393423.9
5425,154.06,90.93,835775.5,493295.25,342480.25
4937,255.28,159.42,1260317.36,787056.54,473260.82
9737,421.89,364.69,4107942.93,3550986.53,556956.4
5925,9.33,6.92,55280.25,41001,14279.25
6631,668.27,502.54,4431298.37,3332342.74,1098955.63
7015,205.7,117.11,1442985.5,821526.65,621458.85
9269,668.27,502.54,6194194.63,4658043.26,1536151.37
7619,81.73,56.67,622700.87,431768.73,190932.14
3317,255.28,159.42,846763.76,528796.14,317967.62
9651,668.27,502.54,6449473.77,4850013.54,1599460.23
6939,152.58,97.44,1058752.62,676136.16,382616.46
7527,205.7,117.11,1548303.9,881486.97,666816.93
797,154.06,90.93,122785.82,72471.21,50314.61
8160,437.2,263.33,3567552,2148772.8,1418779.2
8057,9.33,6.92,75171.81,55754.44,19417.37
964,255.28,159.42,246089.92,153680.88,92409.04
4383,255.28,159.42,1118892.24,698737.86,420154.38
7852,81.73,56.67,641743.96,444972.84,196771.12
7939,205.7,117.11,1633052.3,929736.29,703316.01
3240,421.89,364.69,1366923.6,1181595.6,185328
9388,9.33,6.92,87590.04,64964.96,22625.08
4042,9.33,6.92,37711.86,27970.64,9741.22
1894,421.89,364.69,799059.66,690722.86,108336.8
9670,47.45,31.79,458841.5,307409.3,151432.2
1123,9.33,6.92,10477.59,7771.16,2706.43
2040,154.06,90.93,314282.4,185497.2,128785.2
5238,152.58,97.44,799214.04,510390.72,288823.32
5565,9.33,6.92,51921.45,38509.8,13411.65
4902,9.33,6.92,45735.66,33921.84,11813.82
7160,205.7,117.11,1472812,838507.6,634304.4
3280,154.06,90.93,505316.8,298250.4,207066.4
6238,255.28,159.42,1592436.64,994461.96,597974.68
6037,421.89,364.69,2546949.93,2201633.53,345316.4
4713,109.28,35.84,515036.64,168913.92,346122.72
1335,255.28,159.42,340798.8,212825.7,127973.1
7001,437.2,263.33,3060837.2,1843573.33,1217263.87
9840,205.7,117.11,2024088,1152362.4,871725.6
14,421.89,364.69,5906.46,5105.66,800.8
4715,154.06,90.93,726392.9,428734.95,297657.95
3167,255.28,159.42,808471.76,504883.14,303588.62
1624,154.06,90.93,250193.44,147670.32,102523.12
8373,81.73,56.67,684325.29,474497.91,209827.38
8732,154.06,90.93,1345251.92,794000.76,551251.16
48,152.58,97.44,7323.84,4677.12,2646.72
6702,651.21,524.96,4364409.42,3518281.92,846127.5
5105,437.2,263.33,2231906,1344299.65,887606.35
8698,154.06,90.93,1340013.88,790909.14,549104.74
2957,109.28,35.84,323140.96,105978.88,217162.08
386,81.73,56.67,31547.78,21874.62,9673.16
5520,421.89,364.69,2328832.8,2013088.8,315744
9927,421.89,364.69,4188102.03,3620277.63,567824.4
7207,205.7,117.11,1482479.9,844011.77,638468.13
7988,205.7,117.11,1643131.6,935474.68,707656.92
4932,152.58,97.44,752524.56,480574.08,271950.48
7731,205.7,117.11,1590266.7,905377.41,684889.29
8109,255.28,159.42,2070065.52,1292736.78,777328.74
4821,255.28,159.42,1230704.88,768563.82,462141.06
8652,154.06,90.93,1332927.12,786726.36,546200.76
7422,9.33,6.92,69247.26,51360.24,17887.02
976,668.27,502.54,652231.52,490479.04,161752.48
6197,109.28,35.84,677208.16,222100.48,455107.68
1995,154.06,90.93,307349.7,181405.35,125944.35
4312,9.33,6.92,40230.96,29839.04,10391.92
1122,651.21,524.96,730657.62,589005.12,141652.5
7430,651.21,524.96,4838490.3,3900452.8,938037.5
271,152.58,97.44,41349.18,26406.24,14942.94
3715,651.21,524.96,2419245.15,1950226.4,469018.75
3858,154.06,90.93,594363.48,350807.94,243555.54
3831,9.33,6.92,35743.23,26510.52,9232.71
8795,9.33,6.92,82057.35,60861.4,21195.95
942,109.28,35.84,102941.76,33761.28,69180.48
4496,109.28,35.84,491322.88,161136.64,330186.24
713,651.21,524.96,464312.73,374296.48,90016.25
2877,109.28,35.84,314398.56,103111.68,211286.88
1306,81.73,56.67,106739.38,74011.02,32728.36
8350,152.58,97.44,1274043,813624,460419
3388,9.33,6.92,31610.04,23444.96,8165.08
7831,421.89,364.69,3303820.59,2855887.39,447933.2
121,437.2,263.33,52901.2,31862.93,21038.27
732,152.58,97.44,111688.56,71326.08,40362.48
7169,47.45,31.79,340169.05,227902.51,112266.54
8968,109.28,35.84,980023.04,321413.12,658609.92
2697,109.28,35.84,294728.16,96660.48,198067.68
6954,47.45,31.79,329967.3,221067.66,108899.64
7369,81.73,56.67,602268.37,417601.23,184667.14
1603,109.28,35.84,175175.84,57451.52,117724.32
4348,651.21,524.96,2831461.08,2282526.08,548935
2329,154.06,90.93,358805.74,211775.97,147029.77
9300,81.73,56.67,760089,527031,233058
1046,668.27,502.54,699010.42,525656.84,173353.58
387,651.21,524.96,252018.27,203159.52,48858.75
2169,154.06,90.93,334156.14,197227.17,136928.97
8274,255.28,159.42,2112186.72,1319041.08,793145.64
2612,109.28,35.84,285439.36,93614.08,191825.28
6125,205.7,117.11,1259912.5,717298.75,542613.75
1787,205.7,117.11,367585.9,209275.57,158310.33
9604,437.2,263.33,4198868.8,2529021.32,1669847.48
1611,9.33,6.92,15030.63,11148.12,3882.51
6875,421.89,364.69,2900493.75,2507243.75,393250
6496,152.58,97.44,991159.68,632970.24,358189.44
8603,437.2,263.33,3761231.6,2265427.99,1495803.61
3357,154.06,90.93,517179.42,305252.01,211927.41
7950,255.28,159.42,2029476,1267389,762087
1607,109.28,35.84,175612.96,57594.88,118018.08
582,651.21,524.96,379004.22,305526.72,73477.5
3161,437.2,263.33,1381989.2,832386.13,549603.07
4662,109.28,35.84,509463.36,167086.08,342377.28
2434,437.2,263.33,1064144.8,640945.22,423199.58
855,47.45,31.79,40569.75,27180.45,13389.3
6338,205.7,117.11,1303726.6,742243.18,561483.42
2324,47.45,31.79,110273.8,73879.96,36393.84
4288,437.2,263.33,1874713.6,1129159.04,745554.56
4734,205.7,117.11,973783.8,554398.74,419385.06
8198,154.06,90.93,1262983.88,745444.14,517539.74
6248,109.28,35.84,682781.44,223928.32,458853.12
2483,205.7,117.11,510753.1,290784.13,219968.97
7531,255.28,159.42,1922513.68,1200592.02,721921.66
4055,47.45,31.79,192409.75,128908.45,63501.3
1747,421.89,364.69,737041.83,637113.43,99928.4
2330,205.7,117.11,479281,272866.3,206414.7
4560,47.45,31.79,216372,144962.4,71409.6
9222,9.33,6.92,86041.26,63816.24,22225.02
4133,651.21,524.96,2691450.93,2169659.68,521791.25
9143,154.06,90.93,1408570.58,831372.99,577197.59
1132,205.7,117.11,232852.4,132568.52,100283.88
9009,421.89,364.69,3800807.01,3285492.21,515314.8
8719,668.27,502.54,5826646.13,4381646.26,1444999.87
8234,205.7,117.11,1693733.8,964283.74,729450.06
2559,668.27,502.54,1710102.93,1285999.86,424103.07
8731,47.45,31.79,414285.95,277558.49,136727.46
817,651.21,524.96,532038.57,428892.32,103146.25
4915,668.27,502.54,3284547.05,2469984.1,814562.95
4156,255.28,159.42,1060943.68,662549.52,398394.16
3700,668.27,502.54,2472599,1859398,613201
5740,255.28,159.42,1465307.2,915070.8,550236.4
4499,205.7,117.11,925444.3,526877.89,398566.41
1233,437.2,263.33,539067.6,324685.89,214381.71
9227,47.45,31.79,437821.15,293326.33,144494.82
8799,81.73,56.67,719142.27,498639.33,220502.94
2298,109.28,35.84,251125.44,82360.32,168765.12
9104,651.21,524.96,5928615.84,4779235.84,1149380
626,255.28,159.42,159805.28,99796.92,60008.36
5309,651.21,524.96,3457273.89,2787012.64,670261.25
3625,152.58,97.44,553102.5,353220,199882.5
3080,255.28,159.42,786262.4,491013.6,295248.8
3209,205.7,117.11,660091.3,375805.99,284285.31
581,81.73,56.67,47485.13,32925.27,14559.86
3793,421.89,364.69,1600228.77,1383269.17,216959.6
8475,437.2,263.33,3705270,2231721.75,1473548.25
2289,651.21,524.96,1490619.69,1201633.44,288986.25
9927,421.89,364.69,4188102.03,3620277.63,567824.4
